Individual,Sex,POINT_X,POINT_Y,Date,Time,Burst
Tuffy,M,238667.7287,8685443.587,1983-08-28,10:33,49
Tuffy,M,238623.2786,8685448.879,1983-08-28,11:00,49
WEF,M,238790.6678,8684909.222,1983-09-17,5:33,50
WEF,M,238852.5804,8685001.562,1983-09-17,5:50,50
WEF,M,238761.0344,8685159.254,1983-09-17,6:08,50
WEF,M,238762.3573,8685204.233,1983-09-17,6:25,50
WEF,M,238832.2075,8685291.282,1983-09-17,6:43,50
WEF,M,238883.5368,8685298.955,1983-09-17,7:01,50
WEF,M,238832.4721,8685291.282,1983-09-17,7:18,50
WEF,M,238756.0073,8685350.813,1983-09-17,7:36,50
WEF,M,238702.5614,8685372.773,1983-09-17,7:54,50
WEF,M,238703.8843,8685374.096,1983-09-17,7:57,50
WEF,M,238686.2895,8685437.596,1983-09-17,8:06,50
WEF,M,238624.6414,8685610.37,1983-09-17,8:15,50
WEF,M,238679.1457,8685635.77,1983-09-17,8:24,50
WEF,M,238678.6166,8685636.034,1983-09-17,9:03,50
WEF,M,238690.7874,8685635.241,1983-09-17,9:31,50
WEF,M,238493.937,8685579.678,1983-09-17,10:00,50
WEF,M,238398.9514,8685544.753,1983-09-17,10:28,50
WEF,M,238138.3363,8685549.515,1983-09-17,10:57,50
